,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
1117,RT @nuwamanyaisaac: @DDAUganda has conducted 5 National Dairy Quality Awards as part of efforts to recognize &amp;reward dairy industry stakeho…,   has conducted 5 national dairy quality awards as part of efforts to recognize  amp reward dairy industry stakeho ,0.0,0.0,positive,0.0,0.691,0.309,0.7717
1118,RT @nuwamanyaisaac: @DDAUganda has conducted 5 National Dairy Quality Awards as part of efforts to recognize &amp;reward dairy industry stakeho…,   has conducted 5 national dairy quality awards as part of efforts to recognize  amp reward dairy industry stakeho ,0.0,0.0,positive,0.0,0.691,0.309,0.7717
1119,ไอศกรีมของ Dairy Home อร่อยมาก(กไก่แสนตัว) ชอบแบบมากๆ (มีขายเฉพาะสาขาเขาใหญ่) อยากให้มีขายในกทม เนื้อไอศกรีมมีความเ… https://t.co/IZ3DHItfdw,           dairy home                                                                                                 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1120,This week we have a few days away from the farm and these ladies while we attend the Farmshop &amp; Deli Show at Birmin… https://t.co/Te0MpScaI3,this week we have a few days away from the farm and these ladies while we attend the farmshop  amp  deli show at birmin   ,-0.2,0.1,neutral,0.0,1.0,0.0,0.0
1121,"Reduce Lagoon Dredging at a Dairy Farm with a CS26-4DT Decanter Centrifuge
boreilly
April 11, 2022  Video ID 630363… https://t.co/GUnba4Qjme",reduce lagoon dredging at a dairy farm with a cs26 4dt decanter centrifuge boreilly april 11  2022  video id 630363   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1122,"[Notice-LTA] Accident on BKE (towards Woodlands) at Dairy Farm Rd Entrance #SG_Alerts (14:02)
----
Sign up now at a… https://t.co/usyFNjeNvT", notice lta  accident on bke  towards woodlands  at dairy farm rd entrance  sg alerts  14 02       sign up now at a   ,0.0,0.0,negative,0.14,0.86,0.0,-0.4767
1123,Accident on BKE (towards Woodlands) at Dairy Farm Rd Entrance,accident on bke  towards woodlands  at dairy farm rd entrance,0.0,0.0,negative,0.256,0.744,0.0,-0.4767
1124,RT @nuwamanyaisaac: @DDAUganda has conducted 5 National Dairy Quality Awards as part of efforts to recognize &amp;reward dairy industry stakeho…,   has conducted 5 national dairy quality awards as part of efforts to recognize  amp reward dairy industry stakeho ,0.0,0.0,positive,0.0,0.691,0.309,0.7717
1125,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1126,"@TimWilsonMP Former Goldstein Lib MP Andrew Robb, born on a dairy farm in Epping. Tim Wilson: Born in Prahran. Brou… https://t.co/9O1Ysd21vl",  former goldstein lib mp andrew robb  born on a dairy farm in epping  tim wilson  born in prahran  brou   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1127,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1128,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1129,RT @AHDB_Scot: Susie Stannard will be speaking on the topic of industry reputation at #DairyRoadshowScotland. David Bell from @SRUC will di…, susie stannard will be speaking on the topic of industry reputation at  dairyroadshowscotland  david bell from   will di ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1130,"@jordybrianna @maythebae2 @KimsRapWorld @ParissAthena @robhimsis And YOU belong on a dairy farm, you one of THOSE bitches huh? 💀",          and you belong on a dairy farm  you one of those bitches huh   ,0.0,0.0,negative,0.262,0.738,0.0,-0.5994
1131,"it’s a joke but also not cuz farming is literally in my veins lmao my dad grew up on a dairy farm, half of my famil… https://t.co/ODTyA90pji",it s a joke but also not cuz farming is literally in my veins lmao my dad grew up on a dairy farm  half of my famil   ,0.21666666666666667,0.5833333333333334,positive,0.0,0.76,0.24,0.7876
1132,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1133,@_Jizzabelle Beef &amp; liver. Always hated liver. Traumatized against beef as a 14yo by my dairy farm uncle  &amp; haven’t had it since 🤷🏼‍♀️😂,  jizzabelle beef  amp  liver  always hated liver  traumatized against beef as a 14yo by my dairy farm uncle   amp  haven t had it since       ,-0.9,0.7,negative,0.257,0.743,0.0,-0.7845
1134,Milk Jar Mafia is deep in profit at this pont. Opening up a dairy farm soon! Got to hustle the streets some more with my Cets!,milk jar mafia is deep in profit at this pont  opening up a dairy farm soon  got to hustle the streets some more with my cets ,0.25,0.45,positive,0.0,0.892,0.108,0.4404
1135,"@TsspdclCorporat  USN :109798481 Akber Hills Rajendranagar, Dairy Farm Pillar No.207. Power cut at 9:30 am as the t… https://t.co/4O8bpoUemh",   usn  109798481 akber hills rajendranagar  dairy farm pillar no 207  power cut at 9 30 am as the t   ,0.0,0.0,negative,0.223,0.777,0.0,-0.5106
1136,"@NZklomo oh sweet, i have a friend on here whose parents in whanganui have a sheep and beef farm! less emissions too, unlike dairy cows.",  oh sweet  i have a friend on here whose parents in whanganui have a sheep and beef farm  less emissions too  unlike dairy cows ,0.09166666666666666,0.35833333333333334,positive,0.0,0.754,0.246,0.7351
1137,@StevestonShips @OakBayGazette You have cows in Steveston?  Actually I remember when the Steve’s family was a dairy… https://t.co/iJ8ZYoD9Ck,    you have cows in steveston   actually i remember when the steve s family was a dairy   ,0.0,0.1,neutral,0.0,1.0,0.0,0.0
1138,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1139,RT @PETAShares: PETA Australia’s exposé of a dairy farm reveals baby cows bludgeoned &amp; dragged away from their mothers. One cow was even du…, peta australia s expos  of a dairy farm reveals baby cows bludgeoned  amp  dragged away from their mothers  one cow was even du ,-0.13333333333333333,0.16666666666666666,negative,0.057,0.943,0.0,-0.0516
1140,10PCS L80 Pneumatic Pulsator for Cow Goat Milker Milking Machine Dairy Farm https://t.co/0X8knR5aWo eBay https://t.co/07U2e3WLLK,10pcs l80 pneumatic pulsator for cow goat milker milking machine dairy farm   ebay  ,-0.13333333333333333,0.16666666666666666,neutral,0.0,1.0,0.0,0.0
1141,@CieGrant 25 year old me smash. 65 year old me pass😡. My Mom counted my calorie intake once when I was in 2 a days… https://t.co/bDhmg2L3oN,  25 year old me smash  65 year old me pass   my mom counted my calorie intake once when i was in 2 a days   ,0.1,0.2,neutral,0.0,1.0,0.0,0.0
1142,"If you've lived in Japan, you’ve probably seen the name Koiwai Farm in your local supermarket’s dairy section, but… https://t.co/lmpoAm1a5N",if you ve lived in japan  you ve probably seen the name koiwai farm in your local supermarket s dairy section  but   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1143,"RT @Reuters: A herd of cows frolicked in the green fields of a dairy farm in southern Sweden following a long, dark winter cooped up inside…", a herd of cows frolicked in the green fields of a dairy farm in southern sweden following a long  dark winter cooped up inside ,-0.08,0.24000000000000005,neutral,0.0,1.0,0.0,0.0
1144,"RT @OrganicLiveFood: A Glass of #milk can have up to 20 different #chemicals, #antibiotics and #hormones: https://t.co/iX9wSUB23H All cows…", a glass of  milk can have up to 20 different  chemicals   antibiotics and  hormones    all cows ,0.0,0.6,neutral,0.0,1.0,0.0,0.0
1145,"RT @MuscleHoney: Hive site:  East Kangaloon; a working dairy farm

#musclehoney #purehoney #australianhoney  #bees #beekeeping https://t.co…", hive site   east kangaloon  a working dairy farm   musclehoney  purehoney  australianhoney   bees  beekeeping  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1146,"Hive site:  East Kangaloon; a working dairy farm

#musclehoney #purehoney #australianhoney  #bees #beekeeping https://t.co/C0K9qSh8M7",hive site   east kangaloon  a working dairy farm   musclehoney  purehoney  australianhoney   bees  beekeeping  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1147,"@TheresaKereakes Looks amazing. As a kid my grandma would make the shortbread, get the strawberries from the garden… https://t.co/0n4TSb2t9q",  looks amazing  as a kid my grandma would make the shortbread  get the strawberries from the garden   ,0.6000000000000001,0.9,positive,0.0,0.798,0.202,0.5859
1148,"RT @Reuters: A herd of cows frolicked in the green fields of a dairy farm in southern Sweden following a long, dark winter cooped up inside…", a herd of cows frolicked in the green fields of a dairy farm in southern sweden following a long  dark winter cooped up inside ,-0.08,0.24000000000000005,neutral,0.0,1.0,0.0,0.0
1149,"RT @Reuters: A herd of cows frolicked in the green fields of a dairy farm in southern Sweden following a long, dark winter cooped up inside…", a herd of cows frolicked in the green fields of a dairy farm in southern sweden following a long  dark winter cooped up inside ,-0.08,0.24000000000000005,neutral,0.0,1.0,0.0,0.0
1150,@DadisaViking @hrafnkat In the 80’s I drove through Iowa in august. Pig farms everywhere. It was awful. Had a frien… https://t.co/JpxXt5qMnD,    in the 80 s i drove through iowa in august  pig farms everywhere  it was awful  had a frien   ,-1.0,1.0,negative,0.167,0.833,0.0,-0.4588
1151,"A4: I grew up on a dairy farm and my horses WERE my friends and my freedom. I talked with them, I rode them all ove… https://t.co/Ljf0CS1pum",a4  i grew up on a dairy farm and my horses were my friends and my freedom  i talked with them  i rode them all ove   ,0.0,0.0,positive,0.0,0.733,0.267,0.8074
1152,RT @alexdalton95: @_oatmilkn this is the truth of the #dairy industry this is #nestle dairy farm this is the reason you should go vegan you…,   oatmilkn this is the truth of the  dairy industry this is  nestle dairy farm this is the reason you should go vegan you ,0.0,0.0,positive,0.0,0.905,0.095,0.3182
1153,RT @alexdalton95: Pretty sure this one is #Australian #dairy farm @DairyFarmerMag @DairyForward #animalcruelty #notyoumomnotyourmilk https:…, pretty sure this one is  australian  dairy farm      animalcruelty  notyoumomnotyourmilk https  ,0.25,0.6296296296296297,positive,0.0,0.621,0.379,0.6705
1154,RT @alexdalton95: Nearly 5 Thousand people hav seen #nestle dairy farm #truthbetold #injustice, nearly 5 thousand people hav seen  nestle dairy farm  truthbetold  injustice,0.1,0.4,negative,0.291,0.709,0.0,-0.5719
1155,RT @alexdalton95: @cloweelane this is the #truth of the #dairy industry this particular farm is #nestle it's all standed practice,   this is the  truth of the  dairy industry this particular farm is  nestle it s all standed practice,0.16666666666666666,0.3333333333333333,positive,0.0,0.874,0.126,0.3182
1156,{editor} Arla Foods and DSM start large-scale on-farm pilot to reduce greenhouse gas emissions from dairy cows by https://t.co/oMePEDcaFa, editor  arla foods and dsm start large scale on farm pilot to reduce greenhouse gas emissions from dairy cows by  ,0.21428571428571427,0.42857142857142855,neutral,0.0,1.0,0.0,0.0
1157,"RT @FrasierHarry: Isn't it about time #Countryfile started telling the truth about the widespread abuse on British farms?
Here's the latest…", isn t it about time  countryfile started telling the truth about the widespread abuse on british farms  here s the latest ,0.25,0.45,negative,0.179,0.723,0.098,-0.4404
1158,One advantage of measuring a dairy farm two times a week is you can see the pervious wheel marks. The GPS always he… https://t.co/2N7ygIUajJ,one advantage of measuring a dairy farm two times a week is you can see the pervious wheel marks  the gps always he   ,0.0,0.0,positive,0.0,0.909,0.091,0.25
1159,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
1160,@Awar3n3ss777 Start a farm. Raise your own dairy cow. Keep her happy and loved. No pasteurization. 🙌,  start a farm  raise your own dairy cow  keep her happy and loved  no pasteurization   ,0.49166666666666664,0.7416666666666667,positive,0.106,0.529,0.365,0.7506
